,aaid,Country,City,District,Ward
5322,241100218,Vietnam,Hải Dương,Thị xã Chí Linh,Xã Kênh Giang
5323,241100219,Vietnam,Hải Dương,Thị xã Chí Linh,Xã Đồng Lạc
5324,241100220,Vietnam,Hải Dương,Thị xã Chí Linh,Xã Tân Dân
5325,241100301,Vietnam,Hải Dương,Huyện Nam Sách,Thị trấn Nam Sách
5326,241100302,Vietnam,Hải Dương,Huyện Nam Sách,Xã Nam Hưng
5327,241100303,Vietnam,Hải Dương,Huyện Nam Sách,Xã Nam Tân
5328,241100304,Vietnam,Hải Dương,Huyện Nam Sách,Xã Hợp Tiến
5329,241100305,Vietnam,Hải Dương,Huyện Nam Sách,Xã Hiệp Cát
5330,241100306,Vietnam,Hải Dương,Huyện Nam Sách,Xã Thanh Quang
5331,241100307,Vietnam,Hải Dương,Huyện Nam Sách,Xã Quốc Tuấn
5332,241100308,Vietnam,Hải Dương,Huyện Nam Sách,Xã Nam Chính
5333,241100309,Vietnam,Hải Dương,Huyện Nam Sách,Xã An Bình
5334,241100310,Vietnam,Hải Dương,Huyện Nam Sách,Xã Nam Trung
5335,241100311,Vietnam,Hải Dương,Huyện Nam Sách,Xã An Sơn
5336,241100312,Vietnam,Hải Dương,Huyện Nam Sách,Xã Cộng Hòa
5337,241100313,Vietnam,Hải Dương,Huyện Nam Sách,Xã Thái Tân
5338,241100314,Vietnam,Hải Dương,Huyện Nam Sách,Xã An Lâm
5339,241100315,Vietnam,Hải Dương,Huyện Nam Sách,Xã Phú Điền
5340,241100316,Vietnam,Hải Dương,Huyện Nam Sách,Xã Nam Hồng
5341,241100317,Vietnam,Hải Dương,Huyện Nam Sách,Xã Hồng Phong
5342,241100318,Vietnam,Hải Dương,Huyện Nam Sách,Xã Đồng Lạc
5343,241100319,Vietnam,Hải Dương,Huyện Nam Sách,Xã Minh Tân
5344,241100401,Vietnam,Hải Dương,Huyện Kinh Môn,Thị trấn Kinh Môn
5345,241100402,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Bạch Đằng
5346,241100403,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Thất Hùng
5347,241100404,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Lê Ninh
5348,241100405,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Hoành Sơn
5349,241100406,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Phúc Thành B
5350,241100407,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Thái Sơn
5351,241100408,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Duy Tân
5352,241100409,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Tân Dân
5353,241100410,Vietnam,Hải Dương,Huyện Kinh Môn,Thị trấn Minh Tân
5354,241100411,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Quang Trung
5355,241100412,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Hiệp Hòa
5356,241100413,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Phạm Mệnh
5357,241100414,Vietnam,Hải Dương,Huyện Kinh Môn,Thị trấn Phú Thứ
5358,241100415,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Thăng Long
5359,241100416,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Lạc Long
5360,241100417,Vietnam,Hải Dương,Huyện Kinh Môn,Xã An Sinh
5361,241100418,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Hiệp Sơn
5362,241100419,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Thượng Quận
5363,241100421,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Hiệp An
5364,241100422,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Long Xuyên
5365,241100423,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Thái Thịnh
5366,241100424,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Hiến Thành
5367,241100425,Vietnam,Hải Dương,Huyện Kinh Môn,Xã Minh Hòa
5368,241100501,Vietnam,Hải Dương,Huyện Kim Thành,Thị trấn Phú Thái
5369,241100502,Vietnam,Hải Dương,Huyện Kim Thành,Xã Lai Vu
5370,241100503,Vietnam,Hải Dương,Huyện Kim Thành,Xã Cộng Hòa
5371,241100504,Vietnam,Hải Dương,Huyện Kim Thành,Xã Thượng Vũ
5372,241100505,Vietnam,Hải Dương,Huyện Kim Thành,Xã Cổ Dũng
5373,241100506,Vietnam,Hải Dương,Huyện Kim Thành,Xã Việt Hưng
5374,241100507,Vietnam,Hải Dương,Huyện Kim Thành,Xã Tuấn Hưng
5375,241100508,Vietnam,Hải Dương,Huyện Kim Thành,Xã Kim Xuyên
5376,241100509,Vietnam,Hải Dương,Huyện Kim Thành,Xã Phúc Thành A
5377,241100510,Vietnam,Hải Dương,Huyện Kim Thành,Xã Ngũ Phúc
5378,241100511,Vietnam,Hải Dương,Huyện Kim Thành,Xã Kim Anh
5379,241100512,Vietnam,Hải Dương,Huyện Kim Thành,Xã Kim Lương
5380,241100513,Vietnam,Hải Dương,Huyện Kim Thành,Xã Kim Tân
5381,241100514,Vietnam,Hải Dương,Huyện Kim Thành,Xã Kim Khê
5382,241100515,Vietnam,Hải Dương,Huyện Kim Thành,Xã Kim Đính
5383,241100516,Vietnam,Hải Dương,Huyện Kim Thành,Xã Cẩm La
5384,241100517,Vietnam,Hải Dương,Huyện Kim Thành,Xã Bình Dân
5385,241100518,Vietnam,Hải Dương,Huyện Kim Thành,Xã Tam Kỳ
5386,241100519,Vietnam,Hải Dương,Huyện Kim Thành,Xã Đồng Gia
5387,241100520,Vietnam,Hải Dương,Huyện Kim Thành,Xã Liên Hòa
5388,241100521,Vietnam,Hải Dương,Huyện Kim Thành,Xã Đại Đức
5389,241100601,Vietnam,Hải Dương,Huyện Thanh Hà,Thị trấn Thanh Hà
5390,241100602,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Hồng Lạc
5391,241100603,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Việt Hồng
5392,241100604,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Quyết Thắng
5393,241100605,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Tân Việt
5394,241100606,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Cẩm Chế
5395,241100607,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Thanh An
5396,241100608,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Thanh Lang
5397,241100609,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Tiền Tiến
5398,241100610,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Tân An
5399,241100611,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Liên Mạc
5400,241100612,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Thanh Hải
5401,241100613,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Thanh Khê
5402,241100614,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Thanh Xá
5403,241100615,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Thanh Xuân
5404,241100616,Vietnam,Hải Dương,Huyện Thanh Hà,Xã An Lương
5405,241100617,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Thanh Thủy
5406,241100618,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Phượng Hoàng
5407,241100619,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Thanh Sơn
5408,241100620,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Hợp Đức
5409,241100621,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Trường Thành
5410,241100622,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Thanh Bính
5411,241100623,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Thanh Hồng
5412,241100624,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Thanh Cường
5413,241100625,Vietnam,Hải Dương,Huyện Thanh Hà,Xã Vĩnh Lập
5414,241100701,Vietnam,Hải Dương,Huyện Cẩm Giàng,Thị trấn Cẩm Giàng
5415,241100702,Vietnam,Hải Dương,Huyện Cẩm Giàng,Thị trấn Lai Cách
5416,241100703,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Hưng
5417,241100704,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Hoàng
5418,241100705,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Văn
5419,241100706,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Ngọc Liên
5420,241100707,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Thạch Lỗi
5421,241100708,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Vũ
5422,241100709,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Đức Chính
5423,241100710,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Sơn
5424,241100711,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Định
5425,241100712,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Kim Giang
5426,241100713,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Lương Điền
5427,241100714,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Cao An
5428,241100715,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Tân Trường
5429,241100716,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Phúc
5430,241100717,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Điền
5431,241100718,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Đông
5432,241100719,Vietnam,Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Đoài
5433,241100801,Vietnam,Hải Dương,Huyện Bình Giang,Thị trấn Kẻ Sặt
5434,241100802,Vietnam,Hải Dương,Huyện Bình Giang,Xã Hưng Thịnh
5435,241100803,Vietnam,Hải Dương,Huyện Bình Giang,Xã Vĩnh Tuy
5436,241100804,Vietnam,Hải Dương,Huyện Bình Giang,Xã Hùng Thắng
5437,241100805,Vietnam,Hải Dương,Huyện Bình Giang,Xã Tráng Liệt
5438,241100806,Vietnam,Hải Dương,Huyện Bình Giang,Xã Vĩnh Hồng
5439,241100807,Vietnam,Hải Dương,Huyện Bình Giang,Xã Long Xuyên
5440,241100808,Vietnam,Hải Dương,Huyện Bình Giang,Xã Tân Việt
5441,241100809,Vietnam,Hải Dương,Huyện Bình Giang,Xã Thúc Kháng
5442,241100810,Vietnam,Hải Dương,Huyện Bình Giang,Xã Tân Hồng
5443,241100811,Vietnam,Hải Dương,Huyện Bình Giang,Xã Bình Minh
5444,241100812,Vietnam,Hải Dương,Huyện Bình Giang,Xã Hồng Khê
5445,241100813,Vietnam,Hải Dương,Huyện Bình Giang,Xã Thái Học
5446,241100814,Vietnam,Hải Dương,Huyện Bình Giang,Xã Cổ Bi
5447,241100815,Vietnam,Hải Dương,Huyện Bình Giang,Xã Nhân Quyền
5448,241100816,Vietnam,Hải Dương,Huyện Bình Giang,Xã Thái Dương
5449,241100817,Vietnam,Hải Dương,Huyện Bình Giang,Xã Thái Hòa
5450,241100818,Vietnam,Hải Dương,Huyện Bình Giang,Xã Bình Xuyên
5451,241100901,Vietnam,Hải Dương,Huyện Gia Lộc,Thị trấn Gia Lộc
5452,241100902,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Liên Hồng
5453,241100903,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Thống Nhất
5454,241100904,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Trùng Khánh
5455,241100905,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Gia Xuyên
5456,241100906,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Yết Kiêu
5457,241100907,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Gia Hòa
5458,241100908,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Phương Hưng
5459,241100909,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Gia Tân
5460,241100910,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Tân Tiến
5461,241100911,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Gia Khánh
5462,241100912,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Gia Lương
5463,241100913,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Lê Lợi
5464,241100914,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Toàn Thắng
5465,241100915,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Hoàng Diệu
5466,241100916,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Hồng Hưng
5467,241100917,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Phạm Trấn
5468,241100918,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Đoàn Thượng
5469,241100919,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Thống Kênh
5470,241100920,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Quang Minh
5471,241100921,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Đồng Quang
5472,241100922,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Nhật Tân
5473,241100923,Vietnam,Hải Dương,Huyện Gia Lộc,Xã Đức Xương
5474,241101001,Vietnam,Hải Dương,Huyện Tứ Kỳ,Thị trấn Tứ Kỳ
5475,241101002,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Ngọc Sơn
5476,241101003,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Kỳ Sơn
5477,241101004,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Đại Đồng
5478,241101005,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Hưng Đạo
5479,241101006,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Ngọc Kỳ
5480,241101007,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Bình Lăng
5481,241101008,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Tứ Xuyên
5482,241101009,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Tái Sơn
5483,241101010,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Quang Phục
5484,241101011,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Đông Kỳ
5485,241101012,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Tây Kỳ
5486,241101013,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Dân Chủ
5487,241101014,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Tân Kỳ
5488,241101015,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Quang Khải
5489,241101016,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Đại Hợp
5490,241101017,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Quảng Nghiệp
5491,241101018,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã An Thanh
5492,241101019,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Minh Đức
5493,241101020,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Văn Tố
5494,241101021,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Quang Trung
5495,241101022,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Phượng Kỳ
5496,241101023,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Cộng Lạc
5497,241101024,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Tiên Động
5498,241101025,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Nguyên Giáp
5499,241101026,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Hà Kỳ
5500,241101027,Vietnam,Hải Dương,Huyện Tứ Kỳ,Xã Hà Thanh
5501,241101101,Vietnam,Hải Dương,Huyện Ninh Giang,Thị trấn Ninh Giang
5502,241101102,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Quyết Thắng
5503,241101103,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Ứng Hoè
5504,241101104,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Nghĩa An
5505,241101105,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Hồng Đức
5506,241101106,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Ninh Hòa
5507,241101107,Vietnam,Hải Dương,Huyện Ninh Giang,Xã An Đức
5508,241101108,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Vạn Phúc
5509,241101109,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Tân Hương
5510,241101110,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Ninh Thành
5511,241101111,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Vĩnh Hòa
5512,241101112,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Đông Xuyên
5513,241101113,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Hoàng Hanh
5514,241101114,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Quang Hưng
5515,241101115,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Tân Phong
5516,241101116,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Ninh Hải
5517,241101117,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Đồng Tâm
5518,241101118,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Tân Quang
5519,241101119,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Kiến Quốc
5520,241101120,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Hồng Thái
5521,241101122,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Văn Hội
5522,241101123,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Hưng Thái
5523,241101124,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Hồng Phong
5524,241101125,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Hiệp Lực
5525,241101126,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Hồng Phúc
5526,241101127,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Hưng Long
5527,241101128,Vietnam,Hải Dương,Huyện Ninh Giang,Xã Văn Giang
5528,241101201,Vietnam,Hải Dương,Huyện Thanh Miện,Thị trấn Thanh Miện
5529,241101202,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Thanh Tùng
5530,241101203,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Phạm Kha
5531,241101204,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Ngô Quyền
5532,241101205,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Đoàn Tùng
5533,241101206,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Hồng Quang
5534,241101207,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Tân Trào
5535,241101208,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Lam Sơn
5536,241101209,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Đoàn Kết
5537,241101210,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Lê Hồng
5538,241101211,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Tứ Cường
5539,241101212,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Hùng Sơn
5540,241101213,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Ngũ Hùng
5541,241101214,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Cao Thắng
5542,241101215,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Chi Lăng Bắc
5543,241101216,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Chi Lăng Nam
5544,241101217,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Thanh Giang
5545,241101218,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Diên Hồng
5546,241101219,Vietnam,Hải Dương,Huyện Thanh Miện,Xã Tiền Phong
5547,241110000,Vietnam,Hậu Giang,,
5548,241110101,Vietnam,Hậu Giang,Thành phố Vị Thanh,Phường I
5549,241110102,Vietnam,Hậu Giang,Thành phố Vị Thanh,Phường III
5550,241110103,Vietnam,Hậu Giang,Thành phố Vị Thanh,Phường IV
5551,241110105,Vietnam,Hậu Giang,Thành phố Vị Thanh,Phường VII
5552,241110106,Vietnam,Hậu Giang,Thành phố Vị Thanh,Xã Vị Tân
5553,241110107,Vietnam,Hậu Giang,Thành phố Vị Thanh,Xã Hoả Lựu
5554,241110108,Vietnam,Hậu Giang,Thành phố Vị Thanh,Xã Tân Tiến
5555,241110109,Vietnam,Hậu Giang,Thành phố Vị Thanh,Xã Hoả Tiến
5556,241110201,Vietnam,Hậu Giang,Thị xã Ngã Bảy,Phường Ngã Bảy
5557,241110202,Vietnam,Hậu Giang,Thị xã Ngã Bảy,Phường Lái Hiếu
5558,241110203,Vietnam,Hậu Giang,Thị xã Ngã Bảy,Phường Hiệp Thành
5559,241110204,Vietnam,Hậu Giang,Thị xã Ngã Bảy,Xã Hiệp Lợi
5560,241110205,Vietnam,Hậu Giang,Thị xã Ngã Bảy,Xã Đại Thành
5561,241110206,Vietnam,Hậu Giang,Thị xã Ngã Bảy,Xã Tân Thành
5562,241110301,Vietnam,Hậu Giang,Huyện Châu Thành A,Thị trấn Một Ngàn
5563,241110302,Vietnam,Hậu Giang,Huyện Châu Thành A,Xã Tân Hoà
5564,241110303,Vietnam,Hậu Giang,Huyện Châu Thành A,Thị trấn Bảy Ngàn
5565,241110304,Vietnam,Hậu Giang,Huyện Châu Thành A,Xã Trường Long Tây
5566,241110305,Vietnam,Hậu Giang,Huyện Châu Thành A,Xã Trường Long A
5567,241110306,Vietnam,Hậu Giang,Huyện Châu Thành A,Xã Nhơn Nghĩa A
5568,241110307,Vietnam,Hậu Giang,Huyện Châu Thành A,Thị trấn Rạch Gòi
5569,241110308,Vietnam,Hậu Giang,Huyện Châu Thành A,Xã Thạnh Xuân
5570,241110309,Vietnam,Hậu Giang,Huyện Châu Thành A,Thị trấn Cái Tắc
5571,241110310,Vietnam,Hậu Giang,Huyện Châu Thành A,Xã Tân Phú Thạnh
5572,241110401,Vietnam,Hậu Giang,Huyện Châu Thành,Thị Trấn Ngã Sáu
5573,241110402,Vietnam,Hậu Giang,Huyện Châu Thành,Xã Đông Thạnh
5574,241110403,Vietnam,Hậu Giang,Huyện Châu Thành,Xã Phú An
5575,241110404,Vietnam,Hậu Giang,Huyện Châu Thành,Xã Đông Phú
5576,241110405,Vietnam,Hậu Giang,Huyện Châu Thành,Xã Phú Hữu
5577,241110406,Vietnam,Hậu Giang,Huyện Châu Thành,Xã Phú Tân
5578,241110407,Vietnam,Hậu Giang,Huyện Châu Thành,Thị trấn Mái Dầm
5579,241110408,Vietnam,Hậu Giang,Huyện Châu Thành,Xã Đông Phước
5580,241110409,Vietnam,Hậu Giang,Huyện Châu Thành,Xã Đông Phước A
5581,241110501,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Thị trấn Kinh Cùng
5582,241110502,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Thị trấn Cây Dương
5583,241110503,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Xã Tân Bình
5584,241110504,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Xã Bình Thành
5585,241110505,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Xã Thạnh Hòa
5586,241110506,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Xã Long Thạnh
5587,241110507,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Xã Phụng Hiệp
5588,241110508,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Xã Hòa Mỹ
5589,241110509,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Xã Hòa An
5590,241110510,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Xã Phương Bình
5591,241110511,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Xã Hiệp Hưng
5592,241110512,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Xã Tân Phước Hưng
5593,241110513,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Thị trấn Búng Tàu
5594,241110514,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Xã Phương Phú
5595,241110515,Vietnam,Hậu Giang,Huyện Phụng Hiệp,Xã Tân Long
5596,241110601,Vietnam,Hậu Giang,Huyện Vị Thuỷ,Thị trấn Nàng Mau
5597,241110602,Vietnam,Hậu Giang,Huyện Vị Thuỷ,Xã Vị Trung
5598,241110603,Vietnam,Hậu Giang,Huyện Vị Thuỷ,Xã Vị Thuỷ
5599,241110604,Vietnam,Hậu Giang,Huyện Vị Thuỷ,Xã Vị Thắng
5600,241110605,Vietnam,Hậu Giang,Huyện Vị Thuỷ,Xã Vĩnh Thuận Tây
5601,241110606,Vietnam,Hậu Giang,Huyện Vị Thuỷ,Xã Vĩnh Trung
5602,241110607,Vietnam,Hậu Giang,Huyện Vị Thuỷ,Xã Vĩnh Tường
5603,241110608,Vietnam,Hậu Giang,Huyện Vị Thuỷ,Xã Vị Đông
5604,241110609,Vietnam,Hậu Giang,Huyện Vị Thuỷ,Xã Vị Thanh
5605,241110610,Vietnam,Hậu Giang,Huyện Vị Thuỷ,Xã Vị Bình
5606,241110701,Vietnam,Hậu Giang,Huyện Long Mỹ,Xã Thuận Hưng
5607,241110702,Vietnam,Hậu Giang,Huyện Long Mỹ,Xã Thuận Hòa
5608,241110703,Vietnam,Hậu Giang,Huyện Long Mỹ,Xã Vĩnh Thuận Đông
5609,241110704,Vietnam,Hậu Giang,Huyện Long Mỹ,Xã Vĩnh Viễn
5610,241110705,Vietnam,Hậu Giang,Huyện Long Mỹ,Xã Vĩnh Viễn A
5611,241110706,Vietnam,Hậu Giang,Huyện Long Mỹ,Xã Lương Tâm
5612,241110707,Vietnam,Hậu Giang,Huyện Long Mỹ,Xã Lương Nghĩa
5613,241110708,Vietnam,Hậu Giang,Huyện Long Mỹ,Xã Xà Phiên
5614,241110801,Vietnam,Hậu Giang,Thị xã Long Mỹ,Phường Thuận An
5615,241110802,Vietnam,Hậu Giang,Thị xã Long Mỹ,Phường Trà Lồng
5616,241110803,Vietnam,Hậu Giang,Thị xã Long Mỹ,Phường Bình Thạnh
5617,241110804,Vietnam,Hậu Giang,Thị xã Long Mỹ,Xã Long Bình
5618,241110805,Vietnam,Hậu Giang,Thị xã Long Mỹ,Phường Vĩnh Tường
5619,241110806,Vietnam,Hậu Giang,Thị xã Long Mỹ,Xã Long Trị
5620,241110807,Vietnam,Hậu Giang,Thị xã Long Mỹ,Xã Long Trị A
5621,241110808,Vietnam,Hậu Giang,Thị xã Long Mỹ,Xã Long Phú
5622,241110809,Vietnam,Hậu Giang,Thị xã Long Mỹ,Xã Tân Phú
5623,241120000,Vietnam,An Giang,,
5624,241120101,Vietnam,An Giang,Thành phố Long Xuyên,Phường Mỹ Bình
5625,241120102,Vietnam,An Giang,Thành phố Long Xuyên,Phường Mỹ Long
5626,241120103,Vietnam,An Giang,Thành phố Long Xuyên,Phường Đông Xuyên
5627,241120104,Vietnam,An Giang,Thành phố Long Xuyên,Phường Mỹ Xuyên
5628,241120105,Vietnam,An Giang,Thành phố Long Xuyên,Phường Bình Đức
5629,241120106,Vietnam,An Giang,Thành phố Long Xuyên,Phường Bình Khánh
5630,241120107,Vietnam,An Giang,Thành phố Long Xuyên,Phường Mỹ Phước
5631,241120108,Vietnam,An Giang,Thành phố Long Xuyên,Phường Mỹ Quý
5632,241120109,Vietnam,An Giang,Thành phố Long Xuyên,Phường Mỹ Thới
5633,241120110,Vietnam,An Giang,Thành phố Long Xuyên,Phường Mỹ Thạnh
5634,241120111,Vietnam,An Giang,Thành phố Long Xuyên,Phường Mỹ Hòa
5635,241120112,Vietnam,An Giang,Thành phố Long Xuyên,Xã Mỹ Khánh
5636,241120113,Vietnam,An Giang,Thành phố Long Xuyên,Xã Mỹ Hoà Hưng
5637,241120201,Vietnam,An Giang,Thành phố Châu Đốc,Phường Châu Phú B
5638,241120202,Vietnam,An Giang,Thành phố Châu Đốc,Phường Châu Phú A
5639,241120203,Vietnam,An Giang,Thành phố Châu Đốc,Phường Vĩnh Mỹ
